timestamp,src_ip,packet_count,confidence,lever,is_attack
2025-10-24 21:03:29,192.168.1.4,1522,1
2025-10-24 21:08:09,192.168.1.4,1522,1
2025-10-24 21:08:31,192.168.1.4,1522,1
2025-10-24 21:37:55,192.168.1.4,1522,1
2025-10-24 22:20:36,192.168.1.4,1522,1
2025-10-24 22:41:28,192.168.1.4,1522,1

2025-10-26 10:05:55,74.125.171.102,2397,1.0,1
2025-10-26 10:05:55,192.168.0.104,3605,1.0,1
2025-10-26 10:05:55,103.199.73.81,15216,1.0,1
2025-10-26 10:05:55,74.125.157.103,3304,1.0,1
2025-10-26 10:57:01,74.125.171.102,2397,1.0,1
2025-10-26 10:57:01,192.168.0.104,3605,1.0,1
2025-10-26 10:57:01,103.199.73.81,15216,1.0,1
2025-10-26 10:57:01,74.125.157.103,3304,1.0,1
2025-10-26 11:00:46,74.125.171.102,2397,1.0,1
2025-10-26 11:00:46,192.168.0.104,3605,1.0,1
2025-10-26 11:00:46,103.199.73.81,15216,1.0,1
2025-10-26 11:00:46,74.125.157.103,3304,1.0,1
2025-10-26 11:15:38,74.125.171.102,2397,1.0,1
2025-10-26 11:15:38,192.168.0.104,3605,1.0,1
2025-10-26 11:15:38,103.199.73.81,15216,1.0,1
2025-10-26 11:15:38,74.125.157.103,3304,1.0,1
2025-10-26 11:15:52,74.125.171.102,2397,1.0,1
2025-10-26 11:15:52,192.168.0.104,3605,1.0,1
2025-10-26 11:15:52,103.199.73.81,15216,1.0,1
2025-10-26 11:15:52,74.125.157.103,3304,1.0,1
2025-10-26 11:16:51,74.125.171.102,2397,1.0,1
2025-10-26 11:16:51,192.168.0.104,3605,1.0,1
2025-10-26 11:16:51,103.199.73.81,15216,1.0,1
2025-10-26 11:16:51,74.125.157.103,3304,1.0,1
2025-10-26 11:56:51,74.125.171.102,2397,1.0,1
2025-10-26 11:56:51,192.168.0.104,3605,1.0,1
2025-10-26 11:56:51,103.199.73.81,15216,1.0,1
2025-10-26 11:56:51,74.125.157.103,3304,1.0,1
2025-10-26 11:57:28,74.125.171.102,2397,1.0,1
2025-10-26 11:57:28,192.168.0.104,3605,1.0,1
2025-10-26 11:57:28,103.199.73.81,15216,1.0,1
2025-10-26 11:57:28,74.125.157.103,3304,1.0,1
2025-10-26 12:39:42,74.125.171.102,2397,1.0,1
2025-10-26 12:39:42,192.168.0.104,2362,1.0,1
2025-10-26 12:39:42,103.199.73.81,8972,1.0,1
2025-10-26 12:39:42,74.125.157.103,1974,1.0,1
2025-10-26 12:39:58,74.125.171.102,2397,1.0,1
2025-10-26 12:39:58,192.168.0.104,3605,1.0,1
2025-10-26 12:39:58,103.199.73.81,15216,1.0,1
2025-10-26 12:39:58,74.125.157.103,3304,1.0,1
2025-10-26 14:01:41,74.125.171.102,2397,1.0,1
2025-10-26 14:01:41,192.168.0.104,3605,1.0,1
2025-10-26 14:01:41,103.199.73.81,15216,1.0,1
2025-10-26 14:01:41,74.125.157.103,3304,1.0,1
2025-10-29 14:46:31,74.125.171.102,2051,1.0,1
2025-10-29 14:46:31,192.168.0.104,1553,1.0,1
2025-10-29 14:46:31,103.199.73.81,8671,1.0,1
2025-10-29 14:46:40,74.125.171.102,2397,1.0,1
2025-10-29 14:46:40,192.168.0.104,3605,1.0,1
2025-10-29 14:46:40,103.199.73.81,15216,1.0,1
2025-10-29 14:46:40,74.125.157.103,3304,1.0,1
2025-11-02 20:50:26,74.125.171.102,2397,1.0,1
2025-11-02 20:50:26,192.168.0.104,3605,1.0,1
2025-11-02 20:50:26,103.199.73.81,15216,1.0,1
2025-11-02 20:50:26,74.125.157.103,3304,1.0,1
2025-11-02 21:27:28,74.125.171.102,2397,1.0,1
2025-11-02 21:27:28,192.168.0.104,3605,1.0,1
2025-11-02 21:27:28,103.199.73.81,15216,1.0,1
2025-11-02 21:27:28,74.125.157.103,3304,1.0,1
2025-11-02 22:54:21,74.125.171.102,2397,1.0,1
2025-11-02 22:54:21,192.168.0.104,3605,1.0,1
2025-11-02 22:54:21,57.144.150.145,282,1.0,1
2025-11-02 22:54:21,35.209.161.29,11,1.0,1
2025-11-02 22:54:21,172.237.72.8,8,1.0,1
2025-11-02 22:54:21,104.18.39.21,14,1.0,1
2025-11-02 22:54:21,192.168.0.1,36,1.0,1
2025-11-02 22:54:21,142.251.12.136,42,1.0,1
2025-11-02 22:54:21,142.251.12.95,18,1.0,1
2025-11-02 22:54:21,40.81.252.176,5,1.0,1
2025-11-02 22:54:21,57.144.150.141,53,1.0,1
2025-11-02 22:54:21,49.213.95.30,37,1.0,1
2025-11-02 22:54:21,49.213.114.19,75,1.0,1
2025-11-02 22:54:21,49.213.95.137,20,1.0,1
2025-11-02 22:54:21,172.64.148.235,12,1.0,1
2025-11-02 22:54:21,57.144.151.134,8,1.0,1
2025-11-02 22:54:21,74.125.130.103,80,1.0,1
2025-11-02 22:54:21,14.238.143.163,3,1.0,1
2025-11-02 22:54:21,172.217.194.188,3,1.0,1
2025-11-02 22:54:21,49.213.95.122,28,1.0,1
2025-11-02 22:54:21,103.199.73.81,15216,1.0,1
2025-11-02 22:54:21,57.144.150.1,108,1.0,1
2025-11-02 22:54:21,192.200.0.107,3,1.0,1
2025-11-02 22:54:21,104.18.36.169,19,1.0,1
2025-11-02 22:54:21,74.125.157.103,3304,1.0,1
2025-11-02 22:54:21,142.251.10.95,28,1.0,1
2025-11-02 22:54:21,52.123.128.14,1,1.0,1
2025-11-02 22:54:21,172.64.155.209,11,1.0,1
2025-11-02 22:54:21,13.107.5.93,92,1.0,1
2025-11-02 22:54:21,13.107.213.59,61,1.0,1
2025-11-02 22:54:21,216.24.57.251,24,1.0,1
2025-11-02 22:54:21,20.189.172.32,10,1.0,1
2025-11-02 22:54:21,104.208.16.88,9,1.0,1
